Nosketch	Sketch1	Sketch2	Sketch3
0.3267052052342296	0.16005867526947265	0.14197273163203614	0.07962482263530955
0.17321844875414327	0.11206511630502586	0.08938436587165616	0.0041223439360082775
0.3569045998312598	0.05960311697861418	0.08078625581807886	0.016935678172314502
0.1878430548494232	0.08535344524964336	0.1386587166339065	0.005572818151078538
0.12984070168619746	0.1140092806608307	0.11904341504022335	-0.005913244700691703
0.25449908744567695	0.17300081676129658	0.17908893062391354	0.05972246172105358
0.14802701506413918	0.09623274233773411	0.17926780640553253	0.033698006255748876
0.15531840348637638	0.09729907319101765	0.16759234094292366	0.011894056623698182
0.2157524089539809	0.10126137749120401	0.09125152669597118	0.009711478530340505
0.17455692306777554	0.08723165796131913	0.14531172275571694	0.034200385710299916
0.36050164610842894	0.10390620837429373	0.11873802143542782	0.05853103465545882
0.18294050311929333	0.05361243005320147	0.16598566134017004	0.04628017667781274
0.07914799397131299	0.08724009468989473	0.09352853633204294	0.006643462880841333
0.14264323041456464	0.13652380835099007	0.13109890558661233	-0.004768502605715004
0.2781615528284798	0.06392999642553124	0.07197255406917828	0.09326604843740298
0.1654565475446094	0.08826195530528376	0.18172526038295417	0.01532613207071851
0.4156009299874581	0.07821174346937355	0.08523948040733938	-0.006603411443241971
0.03150338596265993	0.12323364893166017	0.1509240283633729	0.011849114138198431
0.08038077142852378	0.08884310081533893	0.07850301818313943	0.07312131569410214
0.14622124630286232	0.09471988912769894	0.12461250272046287	0.17978386497518303
0.5651793912756723	0.08082719360284822	0.20975881775573005	0.003404019473817717
0.1643639766370035	0.1482923584967973	0.14479864145515128	0.01024807608893445
0.13066765207659004	0.17221062914276225	0.21888148704750326	0.0945952993013045
0.21279151029174878	0.10704520289062408	0.12500374750987014	0.07967579001754821
0.13493319918248126	0.10116398041431154	0.11164612039835556	0.011808890971309058
0.3733839774940056	0.14751345631464233	0.08347972578333177	-0.015550565664267614
0.6462976335463996	0.08429276269974702	0.13185282968948805	0.05896853941389729
0.1785672830375132		0.08892121024380524	0.07119070714408422
0.15911853993550468		0.09228322968570188	0.02347323774209289
0.05273557284627657		0.11896426814432337	0.049202657834445
		0.0832717376611865	
		0.10858992892382861	
		0.11467469419945103	
		0.1918931501330494	
		0.24361767794054373	
		0.11193950155753514	
		0.10502887212593315	
		0.08258887620027383	
